gene_id,gene_name,gt,paean,salmon,kallisto,featureCounts,rsem,paean_acc,salmon_acc,kallisto_acc,featureCounts_acc,rsem_acc
ENSG00000188283.11,ZNF383,21,18,10,10,8,5,85.71428571,47.61904762,47.61904762,38.0952381,23.80952381
ENSG00000212382.1,RNU6-159P,1,0,0,0,0,0,0,0,0,0,0
ENSG00000081177.18,EXD2,98,91,77,83,90,57,92.85714286,78.57142857,84.69387755,91.83673469,58.16326531
ENSG00000104043.15,ATP8B4,325,314,235,296,313,181,96.61538462,72.30769231,91.07692308,96.30769231,55.69230769
ENSG00000196975.16,ANXA4,5,1,1,1,1,1,20,20,20,20,20
ENSG00000149485.19,FADS1,81,77,55,58,63,36,95.0617284,67.90123457,71.60493827,77.77777778,44.44444444
ENSG00000182670.13,TTC3,390,375,320,376,371,270,96.15384615,82.05128205,96.41025641,95.12820513,69.23076923
ENSG00000106617.15,PRKAG2,468,449,339,411,448,268,95.94017094,72.43589744,87.82051282,95.72649573,57.26495726
ENSG00000124749.17,COL21A1,58,53,42,48,53,31,91.37931034,72.4137931,82.75862069,91.37931034,53.44827586
ENSG00000186522.15,SEPTIN10,38,34,32,32,33,20,89.47368421,84.21052632,84.21052632,86.84210526,52.63157895
ENSG00000279813.1,CR392000.1,19,17,10,10,0,7,89.47368421,52.63157895,52.63157895,0,36.84210526
ENSG00000186715.11,MST1L,31,23,21,11,23,11,74.19354839,67.74193548,35.48387097,74.19354839,35.48387097
ENSG00000139197.11,PEX5,3,2,2,2,2,1,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333
ENSG00000266268.5,AP005203.1,20,18,15,7,14,2,90,75,35,70,10
ENSG00000105792.19,CFAP69,117,110,92,105,109,75,94.01709402,78.63247863,89.74358974,93.16239316,64.1025641
ENSG00000091527.16,CDV3,46,43,30,34,42,24,93.47826087,65.2173913,73.91304348,91.30434783,52.17391304
ENSG00000198682.13,PAPSS2,105,100,81,89,96,70,95.23809524,77.14285714,84.76190476,91.42857143,66.66666667
ENSG00000119411.11,BSPRY,197,187,137,173,184,110,94.92385787,69.54314721,87.81725888,93.40101523,55.83756345
ENSG00000187045.19,TMPRSS6,65,61,45,49,59,25,93.84615385,69.23076923,75.38461538,90.76923077,38.46153846
ENSG00000166788.10,SAAL1,73,68,53,58,68,36,93.15068493,72.60273973,79.45205479,93.15068493,49.31506849
ENSG00000270367.1,AC092053.1,6,5,3,4,5,3,83.33333333,50,66.66666667,83.33333333,50
ENSG00000090512.12,FETUB,33,30,16,18,25,8,90.90909091,48.48484848,54.54545455,75.75757576,24.24242424
ENSG00000253445.1,AC027309.1,4,3,1,1,1,0,75,25,25,25,0
ENSG00000286422.2,AL445984.2,104,94,70,68,94,47,90.38461538,67.30769231,65.38461538,90.38461538,45.19230769
ENSG00000117362.13,APH1A,103,91,68,69,83,55,88.34951456,66.01941748,66.99029126,80.58252427,53.39805825
ENSG00000155093.19,PTPRN2,227,217,181,213,216,145,95.59471366,79.73568282,93.83259912,95.15418502,63.87665198
ENSG00000270112.4,AC090241.2,13,10,4,4,7,2,76.92307692,30.76923077,30.76923077,53.84615385,15.38461538
ENSG00000111181.12,SLC6A12,53,51,42,46,50,29,96.22641509,79.24528302,86.79245283,94.33962264,54.71698113
ENSG00000166816.15,LDHD,37,36,29,32,36,22,97.2972973,78.37837838,86.48648649,97.2972973,59.45945946
ENSG00000067208.14,EVI5,88,84,71,80,83,56,95.45454545,80.68181818,90.90909091,94.31818182,63.63636364
ENSG00000163636.11,PSMD6,28,26,15,17,26,13,92.85714286,53.57142857,60.71428571,92.85714286,46.42857143
ENSG00000267325.2,LINC01415,22,18,13,19,18,11,81.81818182,59.09090909,86.36363636,81.81818182,50
ENSG00000077942.19,FBLN1,94,78,56,60,77,33,82.9787234,59.57446809,63.82978723,81.91489362,35.10638298
ENSG00000119878.6,CRIPT,31,29,23,23,18,16,93.5483871,74.19354839,74.19354839,58.06451613,51.61290323
ENSG00000142676.14,RPL11,40,35,26,25,35,14,87.5,65,62.5,87.5,35
ENSG00000163354.15,DCST2,141,126,107,123,125,75,89.36170213,75.88652482,87.23404255,88.65248227,53.19148936
ENSG00000188529.15,SRSF10,263,242,202,208,242,150,92.01520913,76.80608365,79.08745247,92.01520913,57.03422053
ENSG00000235554.1,SRSF6P2,50,41,31,27,41,14,82,62,54,82,28
ENSG00000264592.2,RN7SL131P,13,9,2,1,9,0,69.23076923,15.38461538,7.692307692,69.23076923,0
ENSG00000242221.9,PSG2,6,5,4,5,5,3,83.33333333,66.66666667,83.33333333,83.33333333,50
ENSG00000180304.14,OAZ2,29,28,24,24,28,18,96.55172414,82.75862069,82.75862069,96.55172414,62.06896552
ENSG00000153187.20,HNRNPU,394,374,281,332,374,231,94.92385787,71.31979695,84.26395939,94.92385787,58.62944162
ENSG00000149564.12,ESAM,46,41,32,36,40,22,89.13043478,69.56521739,78.26086957,86.95652174,47.82608696
ENSG00000082458.12,DLG3,36,32,24,30,28,18,88.88888889,66.66666667,83.33333333,77.77777778,50
ENSG00000165527.7,ARF6,25,24,21,23,24,19,96,84,92,96,76
ENSG00000115207.13,GTF3C2,13,12,8,8,11,6,92.30769231,61.53846154,61.53846154,84.61538462,46.15384615
ENSG00000286818.1,AC008496.3,60,51,30,30,51,23,85,50,50,85,38.33333333
ENSG00000126970.16,ZC4H2,65,63,48,62,63,42,96.92307692,73.84615385,95.38461538,96.92307692,64.61538462
ENSG00000145332.14,KLHL8,573,551,452,505,551,370,96.16055846,78.88307155,88.13263525,96.16055846,64.57242583
ENSG00000184949.16,FAM227A,1087,1017,806,905,1012,627,93.56025759,74.14903404,83.25666973,93.10027599,57.68169273
ENSG00000188803.15,SHISA6,220,212,184,213,209,164,96.36363636,83.63636364,96.81818182,95,74.54545455
ENSG00000253143.3,AC022730.3,123,111,86,69,58,38,90.24390244,69.91869919,56.09756098,47.15447154,30.89430894
ENSG00000261761.5,LINC02616,8,6,4,5,6,4,75,50,62.5,75,50
ENSG00000216425.4,PIMREGP2,6,4,3,2,3,2,66.66666667,50,33.33333333,50,33.33333333
ENSG00000095574.12,IKZF5,134,129,104,123,125,82,96.26865672,77.6119403,91.79104478,93.28358209,61.19402985
ENSG00000271400.1,CCDC121P1,12,11,8,7,11,6,91.66666667,66.66666667,58.33333333,91.66666667,50
ENSG00000254209.2,LINC02855,1,0,0,0,0,0,0,0,0,0,0
ENSG00000173482.17,PTPRM,283,240,163,174,238,115,84.80565371,57.59717314,61.48409894,84.09893993,40.6360424
ENSG00000179101.5,H3P47,4,3,2,2,3,1,75,50,50,75,25
ENSG00000060558.4,GNA15,202,181,91,110,179,45,89.6039604,45.04950495,54.45544554,88.61386139,22.27722772
ENSG00000104522.16,GFUS,30,28,17,10,28,4,93.33333333,56.66666667,33.33333333,93.33333333,13.33333333
ENSG00000205457.11,TP53TG3C,5,2,1,1,1,1,40,20,20,20,20
ENSG00000130812.10,ANGPTL6,19,18,14,15,12,11,94.73684211,73.68421053,78.94736842,63.15789474,57.89473684
ENSG00000142327.13,RNPEPL1,7,5,4,5,5,3,71.42857143,57.14285714,71.42857143,71.42857143,42.85714286
ENSG00000103249.18,CLCN7,131,107,80,52,107,30,81.67938931,61.06870229,39.69465649,81.67938931,22.90076336
ENSG00000109736.15,MFSD10,22,21,15,20,21,13,95.45454545,68.18181818,90.90909091,95.45454545,59.09090909
ENSG00000122223.13,CD244,627,506,399,330,505,117,80.70175439,63.63636364,52.63157895,80.54226475,18.66028708
ENSG00000118894.15,EEF2KMT,154,146,96,95,101,67,94.80519481,62.33766234,61.68831169,65.58441558,43.50649351
ENSG00000110002.16,VWA5A,54,52,44,51,52,38,96.2962963,81.48148148,94.44444444,96.2962963,70.37037037
ENSG00000274536.7,MIR223HG,424,413,285,340,329,220,97.40566038,67.21698113,80.18867925,77.59433962,51.88679245
ENSG00000248752.3,AC116362.1,175,157,3,2,4,1,89.71428571,1.714285714,1.142857143,2.285714286,0.571428571
ENSG00000272568.6,AC005162.2,85,77,60,68,74,42,90.58823529,70.58823529,80,87.05882353,49.41176471
ENSG00000118482.12,PHF3,175,149,77,92,147,41,85.14285714,44,52.57142857,84,23.42857143
ENSG00000261391.1,AC138907.6,11,7,0,0,1,0,63.63636364,0,0,9.090909091,0
ENSG00000287889.1,FAM242B,4,3,1,1,3,0,75,25,25,75,0
ENSG00000183632.14,TP53TG3,8,7,6,6,6,4,87.5,75,75,75,50
ENSG00000248799.1,AC022118.1,28,19,17,13,18,5,67.85714286,60.71428571,46.42857143,64.28571429,17.85714286
ENSG00000179915.24,NRXN1,34,32,25,25,32,16,94.11764706,73.52941176,73.52941176,94.11764706,47.05882353
ENSG00000154582.17,ELOC,70,67,58,53,67,45,95.71428571,82.85714286,75.71428571,95.71428571,64.28571429
ENSG00000228685.1,AL365356.2,24,20,6,0,20,0,83.33333333,25,0,83.33333333,0
ENSG00000128590.5,DNAJB9,8,6,1,3,6,1,75,12.5,37.5,75,12.5
ENSG00000004799.8,PDK4,504,474,378,461,473,298,94.04761905,75,91.46825397,93.84920635,59.12698413
ENSG00000166035.11,LIPC,81,76,66,71,76,59,93.82716049,81.48148148,87.65432099,93.82716049,72.83950617
ENSG00000180926.6,OR7E18P,214,179,135,143,176,83,83.64485981,63.08411215,66.82242991,82.24299065,38.78504673
ENSG00000157388.19,CACNA1D,208,190,127,98,188,82,91.34615385,61.05769231,47.11538462,90.38461538,39.42307692
ENSG00000170091.11,NSG2,72,63,36,44,63,15,87.5,50,61.11111111,87.5,20.83333333
ENSG00000180376.17,CCDC66,65,63,44,60,59,38,96.92307692,67.69230769,92.30769231,90.76923077,58.46153846
ENSG00000157625.15,TAB3,47,46,38,45,40,35,97.87234043,80.85106383,95.74468085,85.10638298,74.46808511
ENSG00000188558.6,OR2G6,12,11,9,9,11,5,91.66666667,75,75,91.66666667,41.66666667
ENSG00000232429.3,RPL21P131,6,4,3,2,4,0,66.66666667,50,33.33333333,66.66666667,0
ENSG00000172765.17,TMCC1,9,6,6,4,6,2,66.66666667,66.66666667,44.44444444,66.66666667,22.22222222
ENSG00000275857.1,AC009133.4,5,4,1,0,0,0,80,20,0,0,0
ENSG00000073670.14,ADAM11,16,14,10,13,14,9,87.5,62.5,81.25,87.5,56.25
ENSG00000022567.10,SLC45A4,25,23,16,14,22,8,92,64,56,88,32
ENSG00000196922.10,ZNF252P,38,36,31,33,35,25,94.73684211,81.57894737,86.84210526,92.10526316,65.78947368
ENSG00000166159.11,LRTM2,12,10,4,6,10,2,83.33333333,33.33333333,50,83.33333333,16.66666667
ENSG00000083750.13,RRAGB,27,22,16,14,22,9,81.48148148,59.25925926,51.85185185,81.48148148,33.33333333
ENSG00000243959.3,RN7SL684P,18,15,8,4,15,0,83.33333333,44.44444444,22.22222222,83.33333333,0
ENSG00000231731.7,AC010976.1,7,5,4,3,5,2,71.42857143,57.14285714,42.85714286,71.42857143,28.57142857
ENSG00000127948.16,POR,167,151,92,105,148,63,90.41916168,55.08982036,62.8742515,88.62275449,37.7245509
ENSG00000265142.9,MIR133A1HG,26,22,14,11,20,6,84.61538462,53.84615385,42.30769231,76.92307692,23.07692308
ENSG00000114770.17,ABCC5,9,7,5,4,6,2,77.77777778,55.55555556,44.44444444,66.66666667,22.22222222
ENSG00000259814.1,AC102941.1,40,37,30,32,37,20,92.5,75,80,92.5,50
ENSG00000250227.1,TRIM60P14,210,185,134,166,185,114,88.0952381,63.80952381,79.04761905,88.0952381,54.28571429
ENSG00000163913.12,IFT122,6,5,3,2,5,1,83.33333333,50,33.33333333,83.33333333,16.66666667
ENSG00000130985.17,UBA1,117,112,86,103,112,70,95.72649573,73.5042735,88.03418803,95.72649573,59.82905983
ENSG00000138756.18,BMP2K,344,304,184,227,270,112,88.37209302,53.48837209,65.98837209,78.48837209,32.55813953
ENSG00000204498.11,NFKBIL1,97,83,58,59,42,44,85.56701031,59.79381443,60.82474227,43.29896907,45.36082474
ENSG00000234896.1,OR7E62P,16,15,8,7,15,3,93.75,50,43.75,93.75,18.75
ENSG00000113648.16,MACROH2A1,86,71,60,63,66,41,82.55813953,69.76744186,73.25581395,76.74418605,47.6744186
ENSG00000014914.21,MTMR11,10,9,6,6,9,3,90,60,60,90,30
ENSG00000171680.23,PLEKHG5,81,78,69,78,78,57,96.2962963,85.18518519,96.2962963,96.2962963,70.37037037
ENSG00000114279.13,FGF12,2,1,0,0,0,0,50,0,0,0,0
ENSG00000145901.16,TNIP1,37,31,27,24,31,17,83.78378378,72.97297297,64.86486486,83.78378378,45.94594595
ENSG00000157335.21,CLEC18C,137,75,70,52,70,37,54.74452555,51.09489051,37.95620438,51.09489051,27.00729927
ENSG00000110583.13,NAA40,94,88,71,82,88,58,93.61702128,75.53191489,87.23404255,93.61702128,61.70212766
ENSG00000131023.13,LATS1,124,107,58,50,66,35,86.29032258,46.77419355,40.32258065,53.22580645,28.22580645
ENSG00000229140.11,CCDC26,652,605,477,540,603,383,92.79141104,73.1595092,82.82208589,92.48466258,58.74233129
ENSG00000260514.1,AC009086.1,41,30,9,5,30,0,73.17073171,21.95121951,12.19512195,73.17073171,0
ENSG00000245146.7,MALINC1,741,716,587,628,660,461,96.62618084,79.21727395,84.75033738,89.06882591,62.21322537
ENSG00000286738.1,AC073968.2,64,50,0,0,0,0,78.125,0,0,0,0
ENSG00000232732.11,AC097717.1,85,76,46,40,70,25,89.41176471,54.11764706,47.05882353,82.35294118,29.41176471
ENSG00000135622.13,SEMA4F,57,53,38,49,53,33,92.98245614,66.66666667,85.96491228,92.98245614,57.89473684
ENSG00000247092.7,SNHG10,32,31,18,19,31,11,96.875,56.25,59.375,96.875,34.375
ENSG00000132323.9,ILKAP,25,24,22,19,24,13,96,88,76,96,52
ENSG00000137501.17,SYTL2,8,7,3,5,6,2,87.5,37.5,62.5,75,25
ENSG00000188487.12,INSC,266,243,194,235,243,161,91.35338346,72.93233083,88.34586466,91.35338346,60.52631579
ENSG00000281333.2,AC024941.2,4,3,2,1,2,1,75,50,25,50,25
ENSG00000106477.20,CEP41,76,74,53,62,72,44,97.36842105,69.73684211,81.57894737,94.73684211,57.89473684
ENSG00000160789.22,LMNA,280,252,174,176,252,122,90,62.14285714,62.85714286,90,43.57142857
ENSG00000225791.7,TRAM2-AS1,109,107,78,87,100,68,98.16513761,71.55963303,79.81651376,91.74311927,62.3853211
ENSG00000228307.2,OR2S1P,42,39,29,31,39,25,92.85714286,69.04761905,73.80952381,92.85714286,59.52380952
ENSG00000077616.11,NAALAD2,7,6,4,5,6,4,85.71428571,57.14285714,71.42857143,85.71428571,57.14285714
ENSG00000105771.14,SMG9,4,2,1,2,2,1,50,25,50,50,25
ENSG00000113073.15,SLC4A9,13,12,7,9,12,5,92.30769231,53.84615385,69.23076923,92.30769231,38.46153846
ENSG00000277930.1,AC010722.1,17,14,7,9,14,4,82.35294118,41.17647059,52.94117647,82.35294118,23.52941176
ENSG00000101347.10,SAMHD1,109,101,81,93,95,71,92.66055046,74.31192661,85.32110092,87.1559633,65.13761468
ENSG00000172137.19,CALB2,1297,1193,861,1017,1186,650,91.98149576,66.38396299,78.41171935,91.44178874,50.1156515
ENSG00000066468.23,FGFR2,387,359,311,337,358,231,92.76485788,80.36175711,87.08010336,92.50645995,59.68992248
ENSG00000112763.17,BTN2A1,17,13,9,9,13,7,76.47058824,52.94117647,52.94117647,76.47058824,41.17647059
ENSG00000165914.15,TTC7B,157,134,88,95,134,58,85.35031847,56.05095541,60.50955414,85.35031847,36.94267516
ENSG00000253320.7,MAILR,8,6,1,1,6,0,75,12.5,12.5,75,0
ENSG00000007541.17,PIGQ,174,161,125,138,94,104,92.52873563,71.83908046,79.31034483,54.02298851,59.77011494
ENSG00000039987.7,BEST2,187,161,78,68,156,37,86.09625668,41.71122995,36.36363636,83.42245989,19.78609626
ENSG00000245694.10,CRNDE,1535,1451,1060,1261,1444,813,94.5276873,69.05537459,82.14983713,94.07166124,52.96416938
ENSG00000121897.15,LIAS,15,13,7,11,13,5,86.66666667,46.66666667,73.33333333,86.66666667,33.33333333
ENSG00000223812.8,AC073365.1,178,161,100,96,160,66,90.4494382,56.17977528,53.93258427,89.88764045,37.07865169
ENSG00000128573.26,FOXP2,264,231,140,135,229,73,87.5,53.03030303,51.13636364,86.74242424,27.65151515
ENSG00000213667.3,PGGT1BP1,446,400,318,285,399,166,89.68609865,71.30044843,63.90134529,89.46188341,37.21973094
ENSG00000255910.2,AC024901.1,54,50,33,32,50,21,92.59259259,61.11111111,59.25925926,92.59259259,38.88888889
ENSG00000161634.12,DCD,34,30,20,21,30,7,88.23529412,58.82352941,61.76470588,88.23529412,20.58823529
ENSG00000224184.6,MIR3681HG,20,18,15,18,18,12,90,75,90,90,60
ENSG00000129103.19,SUMF2,7,6,3,4,6,3,85.71428571,42.85714286,57.14285714,85.71428571,42.85714286
ENSG00000182132.14,KCNIP1,50,44,29,30,43,22,88,58,60,86,44
ENSG00000270225.1,MTCO2P22,6,2,2,2,2,1,33.33333333,33.33333333,33.33333333,33.33333333,16.66666667
ENSG00000254851.1,AP005018.2,15,10,7,6,9,3,66.66666667,46.66666667,40,60,20
ENSG00000120328.6,PCDHB12,3451,3184,2387,2845,3008,1893,92.26311214,69.168357,82.4398725,87.16314112,54.8536656
ENSG00000228482.2,LINC01713,64,58,45,38,58,24,90.625,70.3125,59.375,90.625,37.5
ENSG00000145736.14,GTF2H2,51,37,32,27,37,18,72.54901961,62.74509804,52.94117647,72.54901961,35.29411765
ENSG00000149273.15,RPS3,82,76,53,62,74,42,92.68292683,64.63414634,75.6097561,90.24390244,51.2195122
ENSG00000245060.8,LINC00847,412,381,290,303,72,236,92.47572816,70.38834951,73.54368932,17.47572816,57.2815534
ENSG00000166206.15,GABRB3,20,7,1,2,5,1,35,5,10,25,5
ENSG00000272459.1,AC139795.3,22,18,14,14,18,8,81.81818182,63.63636364,63.63636364,81.81818182,36.36363636
ENSG00000237352.4,LINC01358,6,5,4,4,5,3,83.33333333,66.66666667,66.66666667,83.33333333,50
ENSG00000233554.6,B4GALT1-AS1,2,1,0,0,0,0,50,0,0,0,0
ENSG00000119397.17,CNTRL,1433,1394,1145,1376,1392,961,97.27843685,79.90230286,96.02233077,97.1388695,67.06210747
ENSG00000119041.11,GTF3C3,170,145,127,103,143,73,85.29411765,74.70588235,60.58823529,84.11764706,42.94117647
ENSG00000170631.15,ZNF16,9,8,7,8,8,7,88.88888889,77.77777778,88.88888889,88.88888889,77.77777778
ENSG00000231605.6,LINC01363,720,668,560,557,668,410,92.77777778,77.77777778,77.36111111,92.77777778,56.94444444
ENSG00000159588.15,CCDC17,58,56,45,51,56,33,96.55172414,77.5862069,87.93103448,96.55172414,56.89655172
ENSG00000022840.16,RNF10,62,56,30,33,54,14,90.32258065,48.38709677,53.22580645,87.09677419,22.58064516
ENSG00000122958.15,VPS26A,1,0,0,0,0,0,0,0,0,0,0
ENSG00000186642.16,PDE2A,63,50,43,34,49,20,79.36507937,68.25396825,53.96825397,77.77777778,31.74603175
ENSG00000125991.20,ERGIC3,61,58,29,31,58,20,95.08196721,47.54098361,50.81967213,95.08196721,32.78688525
ENSG00000003989.18,SLC7A2,51,47,36,45,47,30,92.15686275,70.58823529,88.23529412,92.15686275,58.82352941
ENSG00000269954.2,AC022239.1,47,39,29,27,38,9,82.9787234,61.70212766,57.44680851,80.85106383,19.14893617
ENSG00000101343.15,CRNKL1,240,232,182,221,212,138,96.66666667,75.83333333,92.08333333,88.33333333,57.5
ENSG00000136732.16,GYPC,10,7,3,4,7,3,70,30,40,70,30
ENSG00000267252.6,LINC01255,67,59,45,41,59,28,88.05970149,67.1641791,61.19402985,88.05970149,41.79104478
ENSG00000168495.13,POLR3D,192,190,151,175,189,124,98.95833333,78.64583333,91.14583333,98.4375,64.58333333
ENSG00000281649.2,EBLN3P,422,408,346,400,408,299,96.68246445,81.99052133,94.78672986,96.68246445,70.85308057
ENSG00000170627.11,GTSF1,23,22,13,12,22,7,95.65217391,56.52173913,52.17391304,95.65217391,30.43478261
ENSG00000101276.18,SLC52A3,4,3,3,3,3,2,75,75,75,75,50
ENSG00000124780.14,KCNK17,98,95,76,77,94,51,96.93877551,77.55102041,78.57142857,95.91836735,52.04081633
ENSG00000164818.16,DNAAF5,4,3,2,2,2,0,75,50,50,50,0
ENSG00000274499.1,AC012414.6,314,272,214,214,267,163,86.62420382,68.15286624,68.15286624,85.03184713,51.91082803
ENSG00000179526.17,SHARPIN,46,44,29,30,38,19,95.65217391,63.04347826,65.2173913,82.60869565,41.30434783
ENSG00000105048.17,TNNT1,111,93,50,73,88,30,83.78378378,45.04504505,65.76576577,79.27927928,27.02702703
ENSG00000269699.6,ZIM2,245,235,184,208,131,137,95.91836735,75.10204082,84.89795918,53.46938776,55.91836735
ENSG00000138755.6,CXCL9,67,66,56,64,65,38,98.50746269,83.58208955,95.52238806,97.01492537,56.71641791
ENSG00000163960.12,UBXN7,179,171,146,170,169,131,95.53072626,81.56424581,94.97206704,94.41340782,73.18435754
ENSG00000115677.17,HDLBP,32,30,15,11,27,5,93.75,46.875,34.375,84.375,15.625
ENSG00000214822.8,KRT16P3,4,3,1,2,2,0,75,25,50,50,0
ENSG00000234726.1,AC245060.3,85,77,68,67,77,49,90.58823529,80,78.82352941,90.58823529,57.64705882
ENSG00000134014.17,ELP3,74,70,54,59,70,41,94.59459459,72.97297297,79.72972973,94.59459459,55.40540541
ENSG00000112144.16,CILK1,63,61,47,58,59,43,96.82539683,74.6031746,92.06349206,93.65079365,68.25396825
ENSG00000071082.11,RPL31,19,17,9,9,17,7,89.47368421,47.36842105,47.36842105,89.47368421,36.84210526
ENSG00000227036.8,LINC00511,40,38,26,27,38,18,95,65,67.5,95,45
ENSG00000104872.11,PIH1D1,2,1,1,1,1,1,50,50,50,50,50
ENSG00000100412.17,ACO2,190,178,146,164,111,120,93.68421053,76.84210526,86.31578947,58.42105263,63.15789474
ENSG00000182330.10,PRAMEF8,205,143,150,140,143,100,69.75609756,73.17073171,68.29268293,69.75609756,48.7804878
ENSG00000104290.11,FZD3,74,71,59,68,71,53,95.94594595,79.72972973,91.89189189,95.94594595,71.62162162
ENSG00000250056.8,LINC01018,91,84,55,63,83,43,92.30769231,60.43956044,69.23076923,91.20879121,47.25274725
ENSG00000130592.17,LSP1,33,32,19,21,26,12,96.96969697,57.57575758,63.63636364,78.78787879,36.36363636
ENSG00000175166.17,PSMD2,28,23,17,17,23,11,82.14285714,60.71428571,60.71428571,82.14285714,39.28571429
ENSG00000141867.18,BRD4,9,7,6,5,7,3,77.77777778,66.66666667,55.55555556,77.77777778,33.33333333
ENSG00000101986.12,ABCD1,110,107,85,100,106,69,97.27272727,77.27272727,90.90909091,96.36363636,62.72727273
ENSG00000105227.16,PRX,71,70,31,31,64,20,98.5915493,43.66197183,43.66197183,90.14084507,28.16901408
ENSG00000121879.6,PIK3CA,205,200,157,186,199,129,97.56097561,76.58536585,90.73170732,97.07317073,62.92682927
ENSG00000229807.12,XIST,454,441,361,426,176,302,97.13656388,79.5154185,93.83259912,38.76651982,66.51982379
ENSG00000272832.1,AC022296.4,7,3,2,1,3,0,42.85714286,28.57142857,14.28571429,42.85714286,0
ENSG00000243144.7,AC079760.2,122,109,81,97,107,67,89.3442623,66.39344262,79.50819672,87.70491803,54.91803279
ENSG00000102900.13,NUP93,15,12,12,14,12,9,80,80,93.33333333,80,60
ENSG00000282933.2,RHOXF1P3,84,82,55,71,66,40,97.61904762,65.47619048,84.52380952,78.57142857,47.61904762
ENSG00000157514.16,TSC22D3,4,3,3,1,2,0,75,75,25,50,0
ENSG00000149451.18,ADAM33,372,354,308,334,354,237,95.16129032,82.79569892,89.78494624,95.16129032,63.70967742
ENSG00000076984.18,MAP2K7,3,2,1,1,2,1,66.66666667,33.33333333,33.33333333,66.66666667,33.33333333
ENSG00000214787.10,MS4A4E,2,1,1,1,1,1,50,50,50,50,50
ENSG00000140470.15,ADAMTS17,110,99,74,58,99,42,90,67.27272727,52.72727273,90,38.18181818
ENSG00000223523.1,AC092598.1,31,25,16,19,25,5,80.64516129,51.61290323,61.29032258,80.64516129,16.12903226
ENSG00000119927.14,GPAM,100,97,81,93,97,61,97,81,93,97,61
ENSG00000198961.10,PJA2,39,34,19,22,34,6,87.17948718,48.71794872,56.41025641,87.17948718,15.38461538
ENSG00000171659.15,GPR34,119,111,81,106,111,62,93.27731092,68.06722689,89.07563025,93.27731092,52.10084034
ENSG00000149260.18,CAPN5,477,433,306,352,432,240,90.77568134,64.1509434,73.79454927,90.56603774,50.31446541
ENSG00000196104.11,SPOCK3,69,60,57,54,60,36,86.95652174,82.60869565,78.26086957,86.95652174,52.17391304
ENSG00000110090.13,CPT1A,45,43,34,40,43,31,95.55555556,75.55555556,88.88888889,95.55555556,68.88888889
ENSG00000228665.2,BX679664.1,10,8,1,0,8,0,80,10,0,80,0
ENSG00000260312.1,AC140658.2,16,11,4,2,10,0,68.75,25,12.5,62.5,0
ENSG00000229855.9,AC008568.1,743,709,533,655,702,413,95.42395693,71.73620458,88.15612382,94.48183042,55.58546433
ENSG00000236520.2,GPC6-AS1,2,1,0,1,1,0,50,0,50,50,0
ENSG00000186529.16,CYP4F3,333,319,244,298,318,207,95.7957958,73.27327327,89.48948949,95.4954955,62.16216216
ENSG00000189057.11,FAM111B,2,1,0,0,1,0,50,0,0,50,0
ENSG00000052126.14,PLEKHA5,329,289,171,191,289,98,87.84194529,51.97568389,58.05471125,87.84194529,29.78723404
ENSG00000266472.6,MRPS21,16,13,13,14,13,11,81.25,81.25,87.5,81.25,68.75
ENSG00000251503.8,CENPS-CORT,65,61,43,40,0,32,93.84615385,66.15384615,61.53846154,0,49.23076923
ENSG00000116750.14,UCHL5,1,0,0,0,0,0,0,0,0,0,0
ENSG00000259525.1,GCSHP2,17,15,9,11,15,5,88.23529412,52.94117647,64.70588235,88.23529412,29.41176471
ENSG00000139631.19,CSAD,5,4,4,4,4,3,80,80,80,80,60
ENSG00000170832.13,USP32,371,325,235,197,319,84,87.60107817,63.34231806,53.09973046,85.98382749,22.64150943
ENSG00000164733.22,CTSB,45,42,30,36,42,22,93.33333333,66.66666667,80,93.33333333,48.88888889
ENSG00000169379.16,ARL13B,39,38,30,36,38,24,97.43589744,76.92307692,92.30769231,97.43589744,61.53846154
ENSG00000173692.14,PSMD1,236,226,174,216,225,140,95.76271186,73.72881356,91.52542373,95.33898305,59.3220339
ENSG00000115904.14,SOS1,3,1,0,1,1,0,33.33333333,0,33.33333333,33.33333333,0
ENSG00000140612.14,SEC11A,42,41,32,37,40,26,97.61904762,76.19047619,88.0952381,95.23809524,61.9047619
ENSG00000149516.14,MS4A3,57,51,36,39,51,27,89.47368421,63.15789474,68.42105263,89.47368421,47.36842105
ENSG00000251877.1,RNU2-45P,43,31,12,0,31,0,72.09302326,27.90697674,0,72.09302326,0
ENSG00000158882.15,TOMM40L,359,335,225,255,320,178,93.31476323,62.67409471,71.03064067,89.13649025,49.5821727
ENSG00000273032.3,DGCR5,354,331,263,303,246,218,93.50282486,74.29378531,85.59322034,69.49152542,61.5819209
ENSG00000177640.16,CASC2,157,147,114,127,139,91,93.63057325,72.61146497,80.89171975,88.53503185,57.96178344
ENSG00000287044.1,AL139106.1,3,1,0,0,0,0,33.33333333,0,0,0,0
ENSG00000215187.12,FAM166B,87,79,44,55,79,31,90.8045977,50.57471264,63.2183908,90.8045977,35.63218391
ENSG00000135363.12,LMO2,102,96,78,72,96,50,94.11764706,76.47058824,70.58823529,94.11764706,49.01960784
ENSG00000280224.1,AL008636.1,231,209,126,154,209,79,90.47619048,54.54545455,66.66666667,90.47619048,34.1991342
ENSG00000159842.15,ABR,55,50,39,36,49,18,90.90909091,70.90909091,65.45454545,89.09090909,32.72727273
